status,ball,soc_pin_name,net_name,candidate_signals,source_line,match_reason,interface_key,db_signal_name,db_device_pin_name,db_interface_name,dts_offset,mux_mode,linux_macro,result,confidence
PRE_LINUX_CONFIG,H5,DDR0_CAL0,LPDDR4_CAL0,DDR0_CAL0,U1-H5 AM6412-DDR0_CAL0 PASSIVE,soc_pin_name:DDR0_CAL0; pre-Linux controller or PHY domain,DDR0,DDR0_CAL0,DDR0_CAL0,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,H6,VSS_P,GND,VSS_P,U1-H6 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,H7,VDDS_DDR_O,VDD_LPDDR4,VDDS_DDR_O,U1-H7 AM6412-VDDS_DDR_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,H8,VSS_P,GND,VSS_P,U1-H8 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,H9,VDDA_PLL1,VDDA_PLL1,VDDA_PLL1,U1-H9 AM6412-VDDA_PLL1 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,J10,VDD_CORE_O,VDD_CORE,VDD_CORE_O,U1-J10 AM6412-VDD_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,J11,VDDA_PLL2,VDDA_PLL2,VDDA_PLL2,U1-J11 AM6412-VDDA_PLL2 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,J12,VDD_CORE_O,VDD_CORE,VDD_CORE_O,U1-J12 AM6412-VDD_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,J13,VDDA_ADC,N22467,VDDA_ADC,U1-J13 AM6412-VDDA_ADC POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,J14,VSS_P,GND,VSS_P,U1-J14 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,J15,ADC0_REFP,VDDS_MMC0/ADC0_VREFP,ADC0_REFP,U1-J15 AM6412-ADC0_REFP PASSIVE,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,J16,ADC0_REFN,GND,ADC0_REFN,U1-J16 AM6412-ADC0_REFN PASSIVE,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
CONTROLLER_DTS,J17,MMC0_DAT3,MMC0_DAT3,MMC0_DAT3,U1-J17 AM6412-MMC0_DAT3 PASSIVE,soc_pin_name:MMC0_DAT3; controller-only DTS path without padconfig,MMC0,MMC0_DAT3,MMC0_DAT3,MMC0,NOT FOUND,0,AM64X_IOPAD,CONTROLLER_DTS,HIGH
CONTROLLER_DTS,J18,MMC0_DAT2,MMC0_DAT2,MMC0_DAT2,U1-J18 AM6412-MMC0_DAT2 PASSIVE,soc_pin_name:MMC0_DAT2; controller-only DTS path without padconfig,MMC0,MMC0_DAT2,MMC0_DAT2,MMC0,NOT FOUND,0,AM64X_IOPAD,CONTROLLER_DTS,HIGH
CONTROLLER_DTS,J20,MMC0_DAT1,MMC0_DAT1,MMC0_DAT1,U1-J20 AM6412-MMC0_DAT1 PASSIVE,soc_pin_name:MMC0_DAT1; controller-only DTS path without padconfig,MMC0,MMC0_DAT1,MMC0_DAT1,MMC0,NOT FOUND,0,AM64X_IOPAD,CONTROLLER_DTS,HIGH
CONTROLLER_DTS,J21,MMC0_CMD,MMC0_CMD,MMC0_CMD,U1-J21 AM6412-MMC0_CMD PASSIVE,soc_pin_name:MMC0_CMD; controller-only DTS path without padconfig,MMC0,MMC0_CMD,MMC0_CMD,MMC0,NOT FOUND,0,AM64X_IOPAD,CONTROLLER_DTS,HIGH
OUT_OF_SCOPE,J6,VDDS_DDR_O,VDD_LPDDR4,VDDS_DDR_O,U1-J6 AM6412-VDDS_DDR_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,J7,VSS_P,GND,VSS_P,U1-J7 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,J8,VDDS_DDR_C,VDD_LPDDR4,VDDS_DDR_C,U1-J8 AM6412-VDDS_DDR_C POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,J9,VSS_P,GND,VSS_P,U1-J9 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,K10,VMON_VSYS,VDDA_SYS_MON,VMON_VSYS,U1-K10 AM6412-VMON_VSYS POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,K11,VDD_CORE_O,VDD_CORE,VDD_CORE_O,U1-K11 AM6412-VDD_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,K12,VDDA_MCU,VDDA_1V8_MCU,VDDA_MCU,U1-K12 AM6412-VDDA_MCU POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,K13,VDD_MMC0,VDDAR_CORE,VDD_MMC0,U1-K13 AM6412-VDD_MMC0 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,K14,VDDS_MMC0,SOC_DVDD1V8,VDDS_MMC0,U1-K14 AM6412-VDDS_MMC0 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,K15,CAP_VDDSHV_MMC1,VDDSHV_SD_IO_SOC,CAP_VDDSHV_MMC1,U1-K15 AM6412-CAP_VDDSHV_MMC1 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,K16,VMON_1P8_MCU,SOC_DVDD1V8,VMON_1P8_MCU,U1-K16 AM6412-VMON_1P8_MCU POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,K17,OSPI0_CSN2,GPIO_OSPI_RSTN,GPIO0_13,U1-K17 AM6412-OSPI0_CSN2 PASSIVE,board_mux_decision:ospi_reset_gpio_on_ospi0_csn2; explicit board-level override,GPIO0,GPIO0_13,OSPI0_CSn2,GPIO0,0x0034,7,AM64X_IOPAD,PINMUX_DTS,MEDIUM
MATCHED,K19,MMC1_DAT2,SOC_UART2_TXD,UART2_TXD,U1-K19 AM6412-MMC1_DAT2 PASSIVE,board_mux_decision:soc_uart2_txd_on_mmc1_dat2; explicit board-level override,UART2,UART2_TXD,MMC1_DAT2,USART2,0x0280,3,AM64X_IOPAD,PINMUX_DTS,HIGH
CONTROLLER_DTS,K20,MMC0_DAT0,MMC0_DAT0,MMC0_DAT0,U1-K20 AM6412-MMC0_DAT0 PASSIVE,soc_pin_name:MMC0_DAT0; controller-only DTS path without padconfig,MMC0,MMC0_DAT0,MMC0_DAT0,MMC0,NOT FOUND,0,AM64X_IOPAD,CONTROLLER_DTS,HIGH
OUT_OF_SCOPE,K6,VSS_P,GND,VSS_P,U1-K6 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,K7,VDDS_DDR_O,VDD_LPDDR4,VDDS_DDR_O,U1-K7 AM6412-VDDS_DDR_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,K8,VSS_P,GND,VSS_P,U1-K8 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,K9,VDD_CORE_O,VDD_CORE,VDD_CORE_O,U1-K9 AM6412-VDD_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,L1,VSS_P,GND,VSS_P,U1-L1 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,L10,VDDR_CORE_O,VDDAR_CORE,VDDR_CORE_O,U1-L10 AM6412-VDDR_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,L11,VDDA_TEMP1,VDDA_1V8,VDDA_TEMP1,U1-L11 AM6412-VDDA_TEMP1 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,L12,VDD_CORE_O,VDD_CORE,VDD_CORE_O,U1-L12 AM6412-VDD_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,L13,CAP_VDDS5,CAP_VDDS5,CAP_VDDS5,U1-L13 AM6412-CAP_VDDS5 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,L14,VDDSHV5_O,VDDSHV_SD_IO,VDDSHV5_O,U1-L14 AM6412-VDDSHV5_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,L15,VDDSHV5_O,VDDSHV_SD_IO,VDDSHV5_O,U1-L15 AM6412-VDDSHV5_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,L16,VSS_P,GND,VSS_P,U1-L16 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,L17,OSPI0_CSN3,OSPI_INTN,GPIO0_14,U1-L17 AM6412-OSPI0_CSN3 PASSIVE,board_mux_decision:ospi_interrupt_gpio_on_ospi0_csn3; explicit board-level override,GPIO0,GPIO0_14,OSPI0_CSn3,GPIO0,0x0038,7,AM64X_IOPAD,PINMUX_DTS,MEDIUM
MATCHED,L19,OSPI0_CSN0,N105076,OSPI0_CSN0,U1-L19 AM6412-OSPI0_CSN0 PASSIVE,soc_pin_name:OSPI0_CSN0; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_CSn0,OSPI0_CSn0,OSPI0,0x002c,0,AM64X_IOPAD,PINMUX_DTS,HIGH
PRE_LINUX_CONFIG,L2,DDR0_DQ10,LPDDR4_DQ10,DDR0_DQ10,U1-L2 AM6412-DDR0_DQ10 PASSIVE,soc_pin_name:DDR0_DQ10; pre-Linux controller or PHY domain,DDR0,DDR0_DQ10,DDR0_DQ10,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,L3,VSS_P,GND,VSS_P,U1-L3 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
PRE_LINUX_CONFIG,L4,DDR0_DQ9,LPDDR4_DQ9,DDR0_DQ9,U1-L4 AM6412-DDR0_DQ9 PASSIVE,soc_pin_name:DDR0_DQ9; pre-Linux controller or PHY domain,DDR0,DDR0_DQ9,DDR0_DQ9,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,L6,VDDS_DDR_O,VDD_LPDDR4,VDDS_DDR_O,U1-L6 AM6412-VDDS_DDR_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,L7,VSS_P,GND,VSS_P,U1-L7 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,L8,VDD_CORE_O,VDD_CORE,VDD_CORE_O,U1-L8 AM6412-VDD_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,L9,VSS_P,GND,VSS_P,U1-L9 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
PRE_LINUX_CONFIG,M1,DDR0_DQS1_N,LPDDR4_DQS1_N,DDR0_DQS1_N,U1-M1 AM6412-DDR0_DQS1_N PASSIVE,soc_pin_name:DDR0_DQS1_N; pre-Linux controller or PHY domain,DDR0,DDR0_DQS1_n,DDR0_DQS1_n,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,M10,VSS_P,GND,VSS_P,U1-M10 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,M11,VDD_CORE_O,VDD_CORE,VDD_CORE_O,U1-M11 AM6412-VDD_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,M12,VSS_P,GND,VSS_P,U1-M12 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,M13,VDDR_CORE_O,VDDAR_CORE,VDDR_CORE_O,U1-M13 AM6412-VDDR_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,M14,VDDSHV4_O,SOC_DVDD1V8,VDDSHV4_O,U1-M14 AM6412-VDDSHV4_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,M15,VDDSHV4_O,SOC_DVDD1V8,VDDSHV4_O,U1-M15 AM6412-VDDSHV4_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,M16,CAP_VDDS4,CAP_VDDS4,CAP_VDDS4,U1-M16 AM6412-CAP_VDDS4 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,M17,OSPI0_D7,OSPI_DQ7,OSPI0_D7,U1-M17 AM6412-OSPI0_D7 PASSIVE,soc_pin_name:OSPI0_D7; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_D7,OSPI0_D7,OSPI0,0x0028,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,M18,OSPI0_D1,OSPI_DQ1,OSPI0_D1,U1-M18 AM6412-OSPI0_D1 PASSIVE,soc_pin_name:OSPI0_D1; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_D1,OSPI0_D1,OSPI0,0x0010,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,M19,OSPI0_D0,OSPI_DQ0,OSPI0_D0,U1-M19 AM6412-OSPI0_D0 PASSIVE,soc_pin_name:OSPI0_D0; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_D0,OSPI0_D0,OSPI0,0x000c,0,AM64X_IOPAD,PINMUX_DTS,HIGH
PRE_LINUX_CONFIG,M2,DDR0_DM1,LPDDR4_DMI1,DDR0_DM1,U1-M2 AM6412-DDR0_DM1 PASSIVE,soc_pin_name:DDR0_DM1; pre-Linux controller or PHY domain,DDR0,DDR0_DM1,DDR0_DM1,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
MATCHED,M20,OSPI0_D2,OSPI_DQ2,OSPI0_D2,U1-M20 AM6412-OSPI0_D2 PASSIVE,soc_pin_name:OSPI0_D2; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_D2,OSPI0_D2,OSPI0,0x0014,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,M21,OSPI0_D3,OSPI_DQ3,OSPI0_D3,U1-M21 AM6412-OSPI0_D3 PASSIVE,soc_pin_name:OSPI0_D3; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_D3,OSPI0_D3,OSPI0,0x0018,0,AM64X_IOPAD,PINMUX_DTS,HIGH
PRE_LINUX_CONFIG,M3,DDR0_DQ11,LPDDR4_DQ11,DDR0_DQ11,U1-M3 AM6412-DDR0_DQ11 PASSIVE,soc_pin_name:DDR0_DQ11; pre-Linux controller or PHY domain,DDR0,DDR0_DQ11,DDR0_DQ11,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,M4,DDR0_DQ14,LPDDR4_DQ14,DDR0_DQ14,U1-M4 AM6412-DDR0_DQ14 PASSIVE,soc_pin_name:DDR0_DQ14; pre-Linux controller or PHY domain,DDR0,DDR0_DQ14,DDR0_DQ14,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,M6,VSS_P,GND,VSS_P,U1-M6 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,M7,VDDSHV1_O,SOC_DVDD3V3,VDDSHV1_O,U1-M7 AM6412-VDDSHV1_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,M8,VSS_P,GND,VSS_P,U1-M8 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,M9,VDD_CORE_O,VDD_CORE,VDD_CORE_O,U1-M9 AM6412-VDD_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
PRE_LINUX_CONFIG,N1,DDR0_DQS1,LPDDR4_DQS1_P,DDR0_DQS1,U1-N1 AM6412-DDR0_DQS1 PASSIVE,soc_pin_name:DDR0_DQS1; pre-Linux controller or PHY domain,DDR0,DDR0_DQS1,DDR0_DQS1,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,N10,VDD_CORE_O,VDD_CORE,VDD_CORE_O,U1-N10 AM6412-VDD_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,N11,VSS_P,GND,VSS_P,U1-N11 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,N12,VDDA_PLL0,VDDA_PLL0,VDDA_PLL0,U1-N12 AM6412-VDDA_PLL0 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,N13,VSS_P,GND,VSS_P,U1-N13 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,N14,CAP_VDDS3,CAP_VDDS3,CAP_VDDS3,U1-N14 AM6412-CAP_VDDS3 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,N15,VSS_P,GND,VSS_P,U1-N15 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,N18,OSPI0_D6,OSPI_DQ6,OSPI0_D6,U1-N18 AM6412-OSPI0_D6 PASSIVE,soc_pin_name:OSPI0_D6; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_D6,OSPI0_D6,OSPI0,0x0024,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,N19,OSPI0_DQS,OSPI_DQS,OSPI0_DQS,U1-N19 AM6412-OSPI0_DQS PASSIVE,soc_pin_name:OSPI0_DQS; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_DQS,OSPI0_DQS,OSPI0,0x0008,0,AM64X_IOPAD,PINMUX_DTS,HIGH
PRE_LINUX_CONFIG,N2,DDR0_DQ15,LPDDR4_DQ15,DDR0_DQ15,U1-N2 AM6412-DDR0_DQ15 PASSIVE,soc_pin_name:DDR0_DQ15; pre-Linux controller or PHY domain,DDR0,DDR0_DQ15,DDR0_DQ15,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
MATCHED,N20,OSPI0_CLK,OSPI_CLK,OSPI0_CLK,U1-N20 AM6412-OSPI0_CLK PASSIVE,soc_pin_name:OSPI0_CLK; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_CLK,OSPI0_CLK,OSPI0,0x0000,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,N21,OSPI0_LBCLKO,N105198,OSPI0_LBCLKO,U1-N21 AM6412-OSPI0_LBCLKO PASSIVE,soc_pin_name:OSPI0_LBCLKO; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_LBCLKO,OSPI0_LBCLKO,OSPI0,0x0004,0,AM64X_IOPAD,PINMUX_DTS,HIGH
PRE_LINUX_CONFIG,N3,DDR0_DQ13,LPDDR4_DQ13,DDR0_DQ13,U1-N3 AM6412-DDR0_DQ13 PASSIVE,soc_pin_name:DDR0_DQ13; pre-Linux controller or PHY domain,DDR0,DDR0_DQ13,DDR0_DQ13,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,N4,DDR0_DQ12,LPDDR4_DQ12,DDR0_DQ12,U1-N4 AM6412-DDR0_DQ12 PASSIVE,soc_pin_name:DDR0_DQ12; pre-Linux controller or PHY domain,DDR0,DDR0_DQ12,DDR0_DQ12,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,N5,DDR0_DQ8,LPDDR4_DQ8,DDR0_DQ8,U1-N5 AM6412-DDR0_DQ8 PASSIVE,soc_pin_name:DDR0_DQ8; pre-Linux controller or PHY domain,DDR0,DDR0_DQ8,DDR0_DQ8,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,N6,VDDSHV1_O,SOC_DVDD3V3,VDDSHV1_O,U1-N6 AM6412-VDDSHV1_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,N7,VSS_P,GND,VSS_P,U1-N7 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,N8,VDD_CORE_O,VDD_CORE,VDD_CORE_O,U1-N8 AM6412-VDD_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,N9,VSS_P,GND,VSS_P,U1-N9 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,P1,VSS_P,GND,VSS_P,U1-P1 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,P10,VSS_P,GND,VSS_P,U1-P10 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,P11,VDDA_0P85_SERDES0_C,VDDAR_0P85_SERDES0,VDDA_0P85_SERDES0_C,U1-P11 AM6412-VDDA_0P85_SERDES0_C POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,P12,VDDA_0P85_SERDES0_O,VDDAR_0P85_SERDES0,VDDA_0P85_SERDES0_O,U1-P12 AM6412-VDDA_0P85_SERDES0_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,P13,VDDA_0P85_SERDES0_O,VDDAR_0P85_SERDES0,VDDA_0P85_SERDES0_O,U1-P13 AM6412-VDDA_0P85_SERDES0_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,P14,VDDSHV3_O,SOC_DVDD3V3,VDDSHV3_O,U1-P14 AM6412-VDDSHV3_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,P15,VDDSHV3_O,SOC_DVDD3V3,VDDSHV3_O,U1-P15 AM6412-VDDSHV3_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,P17,GPMC0_BE0N_CLE,GPMC0_BE0_N,GPMC0_BE0N_CLE,U1-P17 AM6412-GPMC0_BE0N_CLE PASSIVE,soc_pin_name:GPMC0_BE0N_CLE; ball + TI symbol pin name matched SysConfig DB,GPMC0,GPMC0_BE0n_CLE,GPMC0_BE0n_CLE,GPMC0,0x0090,0,AM64X_IOPAD,PINMUX_DTS,HIGH
OUT_OF_SCOPE,P18,VSS_P,GND,VSS_P,U1-P18 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,P20,OSPI0_D5,OSPI_DQ5,OSPI0_D5,U1-P20 AM6412-OSPI0_D5 PASSIVE,soc_pin_name:OSPI0_D5; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_D5,OSPI0_D5,OSPI0,0x0020,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,P21,OSPI0_D4,OSPI_DQ4,OSPI0_D4,U1-P21 AM6412-OSPI0_D4 PASSIVE,soc_pin_name:OSPI0_D4; ball + TI symbol pin name matched SysConfig DB,OSPI0,OSPI0_D4,OSPI0_D4,OSPI0,0x001c,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,P5,PRG0_PRU1_GPO18,CPSW_RGMII_MDIO,PRG0_PRU1_GPO18,U1-P5 AM6412-PRG0_PRU1_GPO18 PASSIVE,soc_pin_name:PRG0_PRU1_GPO18; ball + TI symbol pin name matched SysConfig DB,PRU_ICSSG0_PRU1,PRG0_PRU1_GPO18,PRG0_PRU1_GPO18,PRU_ICSSG0_PRU1,0x01f8,0,AM64X_IOPAD,PINMUX_DTS,HIGH
OUT_OF_SCOPE,P6,VSS_P,GND,VSS_P,U1-P6 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,P7,VDDSHV1_O,SOC_DVDD3V3,VDDSHV1_O,U1-P7 AM6412-VDDSHV1_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,P8,VSS_P,GND,VSS_P,U1-P8 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,P9,VDD_CORE_O,VDD_CORE,VDD_CORE_O,U1-P9 AM6412-VDD_CORE_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,R10,VDDSHV2_O,SOC_DVDD3V3,VDDSHV2_O,U1-R10 AM6412-VDDSHV2_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,R11,CAP_VDDS2,CAP_VDDS2,CAP_VDDS2,U1-R11 AM6412-CAP_VDDS2 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,R12,VSS_P,GND,VSS_P,U1-R12 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,R13,VDDA_3P3_USB0,SOC_DVDD3V3,VDDA_3P3_USB0,U1-R13 AM6412-VDDA_3P3_USB0 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,R14,VDDA_1P8_SERDES0,VDDA_1V8_SERDES,VDDA_1P8_SERDES0,U1-R14 AM6412-VDDA_1P8_SERDES0 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,R15,VDDA_1P8_USB0,VDDA_1V8_USB0,VDDA_1P8_USB0,U1-R15 AM6412-VDDA_1P8_USB0 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,R16,GPMC0_AD10,GPMC0_AD10,GPMC0_AD10,U1-R16 AM6412-GPMC0_AD10 PASSIVE,soc_pin_name:GPMC0_AD10; ball + TI symbol pin name matched SysConfig DB,GPMC0,GPMC0_AD10,GPMC0_AD10,GPMC0,0x0064,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,R17,GPMC0_CLK,GPMC0_CLK,GPMC0_CLK,U1-R17 AM6412-GPMC0_CLK PASSIVE,soc_pin_name:GPMC0_CLK; ball + TI symbol pin name matched SysConfig DB,GPMC0,GPMC0_CLK,GPMC0_CLK,GPMC0,0x007c,0,AM64X_IOPAD,PINMUX_DTS,HIGH
